"bcr_patient_barcode","DNAH12_exp","DNAH10_exp","BUB1_exp","C10orf32_exp","SLC12A8_exp","EFNB3_exp","DUOXA1_exp","DUOX1_exp","HDAC1_exp","HRCT1_exp","TNC_exp","AADAC_exp","AAMP_exp","A1CF_exp","PTEN_exp","DTL_exp","BRAF_exp"
"TCGA-BP-4763",2.4079,19.6649,130.43,1126.52,37.7245,103.14,0,4.8159,2582.52,48.1589,1931.17,0,2196.45,12.0397,4020.47,93.5086,153.306
"TCGA-BP-4765",0.9577,22.9848,37.6696,875.02,24.0064,18.5156,1.2769,20.431,2042.46,69.2737,3904.23,0,2051.72,186.433,2996.33,121.309,156.425
"TCGA-BP-4766",2.6629,13.9064,104.15,477.263,31.6591,69.5318,0,28.4045,1687.7,34.6179,736.741,0.5918,2522.97,720.467,1596.86,210.371,366.003
"TCGA-BP-4768",1.3025,36.1446,49.8209,638.554,226.311,35.4933,0.3256,16.2813,1513.51,20.1889,287.529,0,2763.59,324.976,1890.59,39.4008,300.554
"TCGA-BP-4769",0,14.9197,7.2686,504.208,89.518,196.251,47.1767,219.587,1703.14,35.1951,5444.53,0,1495.41,0,4125.86,15.6848,138.102
"TCGA-BP-4770",27.3073,43.6208,225.197,509.973,730.56,165.263,143.736,223.069,3778.34,170.228,9550.12,0,2181.75,0,2363.33,309.247,139.728
"TCGA-BP-4771",1.0985,45.0384,222.263,366.426,171.366,27.8286,2.5632,225.558,1678.87,116.441,2900.4,0.3662,1824.61,61.8821,2015.38,144.269,157.452
"TCGA-BP-4774",2.1788,23.2402,41.7597,1125.33,53.7429,119.106,2.5419,26.5083,2096.7,56.2848,480.418,0.3631,2641.75,196.452,2022.98,52.2904,127.095
"TCGA-BP-4775",5.856,17.9125,174.647,433.345,46.1591,41.3365,0,8.9563,1519.12,22.3906,1014.81,0.3445,2922.49,403.72,1948.33,352.738,382.363
"TCGA-BP-4776",0.7077,10.6157,20.5237,707.714,58.7403,91.2951,0,13.4466,2530.79,455.06,1527.25,0,2479.83,52.3708,3193.21,89.172,64.402
"TCGA-BP-4777",0.7874,12.9921,178.346,968.504,33.8701,10.6299,0,90.9449,1994.09,165.354,2682.68,0.3937,1886.22,127.165,2067.32,171.26,98.8189
"TCGA-BP-4781",0,28.5339,94.9878,488.83,143.631,26.6567,0,37.92,1591.51,43.9272,699.831,0,2081.47,233.152,2722.36,187.347,289.469
"TCGA-BP-4782",1.8416,27.6243,55.6169,1065.93,205.525,53.7753,0,8.4715,1805.52,299.816,5254.14,0.3683,2139.23,106.077,2574.22,62.2468,111.971
"TCGA-BP-4784",0.3981,9.5541,28.2643,770.701,109.873,532.643,159.574,436.306,2780.25,103.105,4613.85,0,2084.39,0,4462.98,62.1019,111.465
"TCGA-BP-4787",1.8529,23.6248,132.484,608.686,466.01,43.0805,5.5588,20.3822,1350.32,403.474,695.31,0,1933.99,202.895,2317.08,94.9624,161.668
"TCGA-BP-4789",1.4159,12.0354,30.4425,1064.07,45.3097,156.814,0.354,9.5575,2583.36,48.1416,4997.52,0.708,1591.15,128.496,3409.91,89.9115,227.965
"TCGA-BP-4790",0,7.2604,84.4016,474.192,145.661,50.3687,2.7226,24.0499,1925.81,25.865,7587.52,2.7226,1502.44,131.14,3666.93,105.275,199.206
"TCGA-BP-4795",0.6601,16.5017,47.1947,390.759,120.462,157.426,31.6337,176.898,2528.71,89.4389,13869.3,0.6601,1828.71,0.33,3137.62,89.4389,150.825
"TCGA-BP-4797",0,23.0601,157.681,787.161,280.15,31.1624,11.7887,192.272,1534.75,33.967,3012.15,0.9349,1902.77,62.948,2265.5,121.845,194.453
"TCGA-BP-4798",0.4063,15.8472,165.38,570.5,189.354,17.4726,0.4063,93.4579,1511.99,65.0142,2436,0.4063,1797.24,133.279,2772.45,129.622,177.164
"TCGA-BP-4799",2.5596,3.8394,59.5105,733.963,223.324,13.4378,1.2798,3.1995,2294.67,112.622,737.162,1.9197,1370.66,16.6373,4350.02,53.1115,182.371
"TCGA-BP-4801",1.0768,24.0488,54.1996,676.956,114.501,33.3812,1.4358,17.5879,1957.65,26.5614,4638.91,1.0768,2171.57,202.082,2160.45,118.449,205.671
"TCGA-BP-4803",0,23.7736,76.6038,935.094000000001,53.2075,69.434,1.1321,105.66,1869.81,456.604,2484.53,0,1617.74,104.528,3007.55,90.1887,293.207
"TCGA-BP-4804",0,14.9125,123.315,489.246,90.6223,54.4881,1.1471,14.339,2502.44,496.702,7606.54,0,2637.8,26.9573,2243.76,94.0637,94.0637
"TCGA-BP-4807",0.9184,6.8876,63.3663,1057.02,164.385,17.9079,4.5918,26.6322,1616.3,33.9791,3145.82,0.4592,1789.41,421.065,2609.96,136.375,173.569
"TCGA-BP-4959",0.3168,8.8692,79.1891,711.118,171.682,20.2724,0.3168,62.7178,1152.04,16.1546,1889.77,0,2329.11,242.319,2345.9,110.231,199.556
"TCGA-BP-4960",3.8761,10.1747,64.44,726.283,61.0484,87.6966,1.4535,10.6593,2926.93,299.913,2751.54,0.969,2363.93,87.212,1692.88,78.4908,127.911
"TCGA-BP-4961",0.823,25.2401,30.1783,977.778,65.0206,120.988,1.3717,13.4431,2276.27,153.635,1654.87,0,1942.66,227.709,3535.8,60.0823,249.108
"TCGA-BP-4962",0,11.2024,92.6064,908.514,157.58,16.0568,0.3734,13.4429,1232.26,74.3092,5837.19,0,2460.79,132.188,2377.89,135.549,112.397
"TCGA-BP-4963",1.0937,21.51,190.674,613.947,16.4059,47.7595,0.3646,101.352,2032.88,185.205,815.558,0.7292,2414.59,372.597,1941.74,210.725,237.339
"TCGA-BP-4964",1.9463,16.5437,78.5013,1162.27,96.3426,82.0696,0.6488,185.549,2387.8,71.6892,705.539,0.3244,2472.47,122.942,2822.8,107.047,170.951
"TCGA-BP-4965",0.4664,39.1791,88.3862,1151.59,203.358,74.8601,0.4664,14.9254,1886.19,93.75,1434.7,0,1909.98,426.772,2791.51,152.985,225.28
"TCGA-BP-4967",0.3228,6.4558,170.11,508.715,250.807,20.3357,0,15.8167,1938.99,216.914,1625.89,0,1929.63,245.965,1785.67,173.983,337.637
"TCGA-BP-4968",2.0501,6.8338,92.2565,842.268,73.4635,24.26,0.3417,14.351,2031.01,40.6612,966.985,0,2666.21,96.3568,1960.62,106.949,61.5043
"TCGA-BP-4969",2.0851,13.3445,27.9399,637.198,50.0417,60.05,0.834,22.9358,1647.62,138.032,889.908,1.251,2542.95,330.275,1619.68,82.9858,219.767
"TCGA-BP-4970",0,17.9942,78.6948,896.593000000001,229.846,25.4319,0.2399,5.7582,1954.89,99.0883,3740.88,0,1837.81,172.265,2995.44,119.722,260.077
"TCGA-BP-4971",3.1497,22.0482,78.7436,489.392,211.427,83.4683,2.3623,71.6567,2382,46.4588,12603.7,0,1424.08,96.0672,2317.43,57.0891,155.912
"TCGA-BP-4972",1.658,16.8167,55.6608,757.461,74.3723,30.5542,0.2369,13.5007,1779.49,33.6333,2835.86,0,1840.12,385.125,2271.44,212.695,271.199
"TCGA-BP-4973",1.4085,32.9601,74.9349,590.746,38.876,22.8185,0.5634,21.6917,1854.22,16.3392,959.786000000001,0,1826.89,366.505,2306.36,84.513,482.288
"TCGA-BP-4974",1.2953,23.057,37.8238,671.503,39.6373,305.44,1.0363,25.3886,2850.52,57.772,772.539,0.2591,1766.84,113.99,2488.34,232.124,182.902
"TCGA-BP-4975",1.2735,21.3952,88.1277,969.405,78.7037,18.5934,0.2547,9.1694,1996.88,30.5645,2928.34,0.2547,2337.93,365.755,3104.85,129.644,284.76
"TCGA-BP-4976",2.263,18.3556,107.117,979.638,8.8006,50.038,0.5029,6.0347,1777.98,57.3299,695,0,2507.43,487.556,2288.92,193.111,238.623
"TCGA-BP-4977",2.1726,25.1397,124.147,938.523,130.354,20.1738,4.0348,72.9361,1743.33,243.327,787.089,0.3104,2530.42,337.989,1866.23,224.705,232.464
"TCGA-BP-4981",2.0747,15.0415,10.8921,559.647,26.971,43.0498,0,32.6763,2534.75,29.0456,1318.98,0,2350.62,7.2614,1590.77,108.403,92.8423
"TCGA-BP-4982",1.0747,27.1359,75.2284,809.242,9.9409,84.9006,0,12.6276,2119.56,64.4815,2989.25,0.2687,1729.18,315.422,2804.41,116.873,279.688
"TCGA-BP-4983",2.0284,157.201,900.609,185.936,407.032,7.0994,6.0311,17.2414,3265.38,24.6788,1471.26,0,2019.27,22.3124,1582.83,506.761,150.101
"TCGA-BP-4985",2.7184,136.699,205.048,473.01,329.32,35.3398,2.3301,111.456,4151.46,68.3495,8619.81,4.6602,2163.11,1.5534,2097.86,141.359,171.65
"TCGA-BP-4986",0.927,57.7829,92.3909,643.646,234.222,70.1429,34.5276,135.651,2088.84,122.982,3977.44,0,1878.1,120.819,2225.11,60.2549,230.514
"TCGA-BP-4987",0.311,37.9383,64.3707,777.735,78.6753,92.047,0.311,21.1459,2222.19,65.6146,926.689,0,2175.23,260.903,2137.91,57.2184,327.451
"TCGA-BP-4988",4.6083,42.3963,193.088,510.599,37.788,107.373,0.4608,38.2488,2958.99,47.0046,4260.37,0,1418.43,3.6866,2323.96,154.378,128.571
"TCGA-BP-4989",2.2891,25.9436,318.191,492.547,30.1404,20.9838,3.0522,29.3773,2080.83,55.3209,4589.35,0,2313.18,32.4295,1919.45,172.449,172.449
"TCGA-BP-4991",1.0582,26.7197,65.3441,909.791000000001,94.1802,174.868,0.5291,17.9895,2438.37,104.233,900.268000000001,0.2646,1072.49,235.451,2513.24,123.281,245.504
"TCGA-BP-4992",2.7216,37.4213,63.9565,387.141,110.223,6.1235,2.7216,54.431,2079.95,116.346,1419.97,0,1115.16,23.8136,1576.46,38.1017,81.6465
"TCGA-BP-4993",0,10.6851,39.5745,808.111,50.7622,140.489,4.3532,24.5362,2086.37,188.77,4961.06,0,2137.81,37.9915,2980.75,39.1788,155.923
"TCGA-BP-4994",0.5311,30.0053,37.1747,850.239,191.184,15.401,0.2788,33.7228,1167.29,20.7116,637.547,0,1491.24,135.688,1994.95,42.7509,357.674
"TCGA-BP-4995",0.7856,23.0453,37.4485,823.58,164.035,22.2596,0.5473,25.664,1472.02,23.8309,774.111,0,1776.84,226.001,2182.49,59.7082,344.631
"TCGA-BP-4998",1.1531,28.8268,68.8959,747.189,253.387,46.6993,0.5765,30.8446,2206.4,82.4445,6390.6,0.5765,1695.88,90.516,2799.94,147.305,326.031
"TCGA-BP-4999",2.4311,22.9606,45.3809,851.432,15.5565,258.509,0.5402,17.8282,2497.03,142.356,1526.74,0,1658.02,152.08,4341.71,87.7904,263.371
"TCGA-BP-5000",0.905,12.2172,57.4661,680.543,133.484,52.9412,0.4525,75.5656,2626.24,459.276,3417.65,0,2517.65,87.7828,2114.48,104.072,63.8009
"TCGA-BP-5001",3.9683,11.4087,18.3532,846.23,74.4048,17.8571,0,29.7619,2528.27,71.9246,794.643,0,2925.6,277.778,1622.52,56.5476,46.627
"TCGA-BP-5004",1.5711,21.2097,142.184,879.288,581.042,31.6837,0,28.0178,1208.17,203.718,2360.3,0,2042.42,486.777,2629.22,111.809,250.327
"TCGA-BP-5006",3.1972,42.5226,54.3522,759.012,5.4352,114.14,0.3197,4.4761,2063.78,70.0184,578.051,0,2454.48,175.845,2262.33,89.8409,130.445
"TCGA-BP-5007",0.9891,19.4527,44.1807,727.333000000001,12.1991,30.333,0.3297,45.8292,2622.16,285.196,641.609,0.3297,2302.34,148.038,2362.68,92.6475,142.763
"TCGA-BP-5008",0.5998,24.5929,83.9756,605.524,66.8806,87.5746,0.5998,20.694,2120.98,55.7838,5315.06,0.2999,1236.24,160.154,2581.05,212.038,216.837
"TCGA-BP-5009",0.7508,37.1622,79.5796,724.099,275.901,36.4114,0.3754,14.2643,3039.41,45.4204,1227.85,0,2378,33.4084,1826.58,79.5796,115.991
"TCGA-BP-5010",3.0139,15.6721,70.5244,471.971,202.809,103.677,2.4111,27.1248,2335.14,358.047,5943.94,0,2031.34,31.947,1735.99,89.8131,65.0995
"TCGA-BP-5168",1.3131,22.7596,31.951,1321.81,11.3798,150.126,0,4.3768,2211.18,42.4554,806.653,0,2471.61,169.822,2576.65,58.2121,113.36
"TCGA-BP-5169",1.8773,6.2578,192.741,234.668,652.96,20.6508,2.5031,223.404,2366.08,340.425,2665.83,3.1289,2986.23,40.6758,1677.1,99.4994,71.3392
"TCGA-BP-5170",1.434,6.2141,37.7629,807.361,350.86,51.1472,0.478,9.0822,2624.28,133.843,4036.33,0.956,2641.01,0,2536.33,74.0918,128.107
"TCGA-BP-5173",4.3992,16.1302,143.706,614.048,28.9611,63.4211,0.3666,13.9307,2236.24,30.4275,2198.84,1.0998,2146.42,303.908,1561.33,249.285,121.343
"TCGA-BP-5174",0.816,18.7678,52.2236,862.097,30.1918,33.8637,0.408,37.1277,1442.27,46.1036,716.442,1.632,3592.41,220.726,1715.22,146.879,70.5834
"TCGA-BP-5175",0,6.216,83.9161,632.168,1931.93,39.7824,0,8.7024,1960.53,482.362,604.817,1.2432,1844.29,130.536,1578.24,68.3761,31.7016
"TCGA-BP-5176",0.9756,11.3821,44.878,614.959,10.7512,123.252,0,7.1545,1881.63,186.341,2725.2,0,2282.28,150.569,2102.11,114.797,99.5122
"TCGA-BP-5177",0.9002,53.1113,59.8627,622.482,31.5067,141.78,1.3503,13.953,2638.91,81.4673,8753.91,1.3503,1621.69,164.285,2281.98,79.2168,136.829
"TCGA-BP-5178",2.1177,16.0949,175.773,840.322,106.734,26.2601,0.8471,10.5887,1855.99,308.767,10073.7,24.5659,2965.27,155.866,1782.72,99.9576,91.9102
"TCGA-BP-5180",0.7019,21.4069,124.581,320.753,63.1679,10.1771,0,10.1771,1849.77,128.792,5253.11,0.3509,2733.42,0.3509,1185.1,118.615,129.143
"TCGA-BP-5181",0.3674,10.2868,46.6579,1016.19,43.7188,68.3336,0,4.776,2066.17,66.8641,1214.57,0,2522.47,340.566,2338.04,177.814,191.775
"TCGA-BP-5182",0.9618,8.9772,92.9785,722.347,270.92,48.7336,1.8371,70.856,1656.62,53.5428,11026.3,0.3206,1876.24,227.958,2291.44,115.742,151.651
"TCGA-BP-5183",1.4272,18.078,85.157,879.638,76.5937,6.6603,0,10.942,2129.88,148.43,4032.83,0.4757,2875.36,154.139,1538.06,212.655,166.032
"TCGA-BP-5184",0,31.8386,43.4978,1104.93,4.4843,121.973,0.8969,9.8655,2139.91,45.7399,8570.85,0.8969,2349.78,182.063,3280.72,138.117,134.529
"TCGA-BP-5185",0.9606,11.5274,37.464,422.671,4.8031,24.976,0.9606,23.0548,1833.81,195.005,1352.55,0,2340.06,71.0855,1589.82,84.5341,40.3458
"TCGA-BP-5186",1.9876,37.1023,35.1147,1020.31,34.1209,90.1056,1.3251,10.9319,2029.7,55.3222,3849.03,0,2341.09,238.184,2442.46,108.988,151.391
"TCGA-BP-5187",3.6364,34.9091,97.4545,853.091,37.8182,62.5455,0,8.7273,1979.64,119.273,8694.55,0.7273,1485.82,39.2727,5302.55,135.273,255.273
"TCGA-BP-5189",0.4767,22.6433,129.424,494.816,249.315,54.8206,0.4767,76.7489,2035.28,175.426,1557.38,0,1872.96,36.2293,3108.81,119.414,282.445
"TCGA-BP-5190",1.8433,18.894,30.4147,1381.57,82.9493,12.9032,0,9.6774,1421.2,1085.25,1227.65,0.9217,2182.95,238.71,2262.67,127.189,98.1567
"TCGA-BP-5191",0,5.0692,80.3834,1323.79,36.2087,5.0692,7.9659,42.0021,2360.81,57.934,1009.5,1.4483,1863.3,89.0735,1846.65,62.279,44.8988
"TCGA-BP-5192",0.9836,11.1475,33.7705,1154.43,3.9344,68.5246,0.4393,15.7377,2261.64,47.541,394.426,0.6557,3584.59,321.967,1946.23,85.2459,134.754
"TCGA-BP-5194",0.5574,18.3947,69.1193,1201.78,68.0045,116.221,0,5.5741,2160.54,62.1517,1995.54,0,1934.51,429.488,2917.23,95.8752,278.428
"TCGA-BP-5195",0,31.5982,44.9027,545.817,94.462,110.76,0.6652,147.68,2122.07,381.839,2616.33,0,1790.45,5.987,2787.96,117.745,159.321
"TCGA-BP-5196",0.8055,18.1232,97.06,711.639,599.678,34.6355,49.851,372.533,2428.11,392.67,1935.16,0,2254.53,0.4027,1609.75,84.5751,124.043
"TCGA-BP-5198",0,10.5305,167.36,405.049,254.613,57.9179,2.2565,10.5305,1730.02,56.4136,9275.52000000001,1.5044,2449.1,128.999,2080.16,204.593,220.389
"TCGA-BP-5199",2.3443,16.4099,176.155,519.089,160.459,47.8902,0.6698,42.5318,2577.7,81.3798,6091.76,0.6698,1455.79,37.5084,2233.42,162.425,129.27
"TCGA-BP-5200",0.802,13.6336,58.5444,580.365,36.6237,73.5147,1.3366,10.693,1853.37,46.2474,5290.38,0.2673,2089.15,255.564,1993.45,144.891,277.485
"TCGA-BP-5201",2.7184,13.9806,172.039,999.999999999999,93.7592,29.9029,0,13.5922,2334.37,67.9612,1197.28,0.7767,3130.49,109.903,1674.95,138.641,133.981
"TCGA-BP-5202",0.8933,16.3764,60.1459,841.745,6.5505,75.3312,0.2978,22.6291,1931.22,25.0112,1306.83,0,1916.03,277.505,2405.24,160.488,253.685
"TCGA-C9-A47Z",0.5659,10.1868,334.465,294.284,207.697,23.2032,1286.73,3077.53,4536.5,10.1868,21373.5,6.7912,1746.46,0,1550.65,357.668,85.4556
"TCGA-C9-A480",0.4986,16.9513,454.194,438.24,131.123,43.3753,1674.84,5240.43,3293.53,7.4785,8250.78,2.4928,1563.01,0,1990.78,247.788,102.705
"TCGA-CJ-4634",1.0423,33.0062,44.4715,699.383,55.5893,80.6045,0,10.423,1776.08,82.6891,1046.12,0.6949,1952.58,366.542,2262.83,75.393,237.644
"TCGA-CJ-4635",0.4998,11.9952,211.416,522.793,62.975,14.4943,0.4998,18.9925,1879.76,69.9723,1951.73,0.4998,1909.24,144.443,1892.75,129.449,240.905
"TCGA-CJ-4636",6.2934,12.5869,135.833,660.286,126.089,29.8938,1.5734,30.4183,1584.9,50.8719,3296.71,1.5734,1631.57,26.7471,2022.81,166.251,138.98
"TCGA-CJ-4637",0.864,13.8244,325.736,623.392,235.014,14.2564,3.0241,21.1685,2489.25,91.1544,1977.32,33.2649,2062.42,55.2974,2103.46,281.671,125.283
"TCGA-CJ-4638",1.3937,22.2997,102.439,1032.75,241.812,32.0557,0,48.0836,1230.66,135.192,1228.57,0,3011.85,36.2369,1399.3,102.439,48.0836
"TCGA-CJ-4639",1.1125,66.7501,68.9751,895.008,15.575,66.1939,1.1125,18.9125,2120.43,57.2938,715.339,0.5563,2200.53,373.244,2345.15,144.069,231.957
"TCGA-CJ-4640",1.0414,4.1656,106.222,835.546,652.608,5.5541,2.0828,227.719,1233.71,53.8054,2315.02,1.0414,2765.95,113.859,2577.8,214.875,115.248
"TCGA-CJ-4641",1.2156,46.1912,169.773,715.964,194.895,16.2075,0,27.5527,1530.79,58.3468,4334.28,2.8363,1980.15,100.486,1923.83,155.997,149.919
"TCGA-CJ-4642",0,0,58.3942,1291.97,153.285,65.6934,0,197.08,1277.37,29.1971,883.212,72.9927,1386.86,0,1861.31,182.482,423.358
"TCGA-CJ-4643",1.0268,23.616,35.5951,750.235,43.8094,21.9047,0,9.5833,1883.8,74.6128,1708.91,0.3423,1695.9,382.305,2569.69,68.1099,296.398
"TCGA-CJ-4644",0.3839,8.8292,66.0269,874.856,4.9904,52.975,0,4.9904,1661.04,44.5298,1190.4,0,2793.09,289.06,2654.89,145.873,210.365
"TCGA-CJ-4868",0,10.8249,448.977,618.568,415.105,56.1866,0.5155,12.8868,2072.2,120.621,4466.58,0.5155,1359.82,47.4235,2937.68,223.2,125.26
"TCGA-CJ-4869",0,16.4623,101.926,699.825,425.219,10.5079,1.4011,25.9194,1756.22,233.625,1987.39,0,2444.13,19.6147,1771.63,120.841,76.7075
"TCGA-CJ-4870",1.7956,15.2629,19.303,1028.9,1.7956,108.636,0.8978,5.3869,2029.06,98.3108,391.447,0,1910.1,145.895,2482.91,85.7413,131.081
"TCGA-CJ-4871",1.5343,7.6717,106.636,1062.52,231.684,65.9762,0.7672,18.0284,1757.96,36.0568,8403.91,0,1863.44,128.5,1997.31,146.529,186.805
"TCGA-CJ-4872",3.2693,14.7119,143.441,646.322,129.138,68.6555,2.783,16.3465,2558.23,114.426,6143.44,1.226,1877.4,60.4822,2698.41,136.494,141.806
"TCGA-CJ-4873",1.9987,19.9867,59.2938,772.152,229.847,15.3231,0.6662,39.3071,1939.37,56.6289,1788.14,0,2025.98,5.996,1656.9,71.952,53.964
"TCGA-CJ-4874",2.1986,15.3903,65.5918,1546.35,6.9623,32.2462,0.7329,3.2979,1979.11,260.535,569.806,0.3664,2464.27,328.692,2709.78,185.416,163.796
"TCGA-CJ-4875",0.5292,14.8168,84.6673,663.58,46.567,29.1044,0,79.9047,2565.42,323.852,485.249,0,1672.71,67.7338,1563.7,113.772,80.4339
"TCGA-CJ-4876",0.4083,18.3748,42.4663,1412,24.4998,9.7999,0.4083,30.6247,1222.54,31.8497,1845.65,0,4372.4,211.107,1585.95,89.4243,67.7828
"TCGA-CJ-4878",0.5643,4.5147,50.2257,887.697,152.37,45.1467,0,6.2077,1449.77,55.8691,551.919,0,1611.74,78.4424,2009.59,88.0361,133.747
"TCGA-CJ-4881",1.7996,28.3433,145.765,633,706.782,53.5373,8.0981,80.9808,2132.94,428.748,2625.13,1.3497,2069.06,58.936,2117.65,148.015,81.4307
"TCGA-CJ-4882",6.605,164.465,89.1678,595.773,306.473,69.3527,3.963,127.477,1906.87,44.9141,9673.71,21.1361,2006.61,41.6116,2101.72,140.026,95.7728
"TCGA-CJ-4884",0.6995,30.0778,90.5832,751.246,14.6892,30.7773,0,10.842,1410.16,20.9845,872.257,0.6995,2028.5,210.894,2156.51,216.49,128.006
"TCGA-CJ-4885",0,9.5541,18.4006,1394.9,32.9087,59.0941,0,4.954,1601.2,83.5103,1643.67,0,2447.98,99.4338,2379.33,87.7565,211.253
"TCGA-CJ-4886",15.46,23.7557,71.267,869.155,102.941,76.1689,0,13.1976,2182.5,91.629,3217.95,0.3771,2095.4,255.279,2560.71,95.7768,173.077
"TCGA-CJ-4887",0.4439,15.091,110.519,771.416,7.9893,9.7648,0,12.8717,1972.04,48.3799,4249.89,0,2190.41,142.033,1966.27,127.386,95.8722
"TCGA-CJ-4888",1.4106,16.9267,378.031,937.318,732.434,28.5639,0.3526,25.7427,1779.78,25.7427,4460.55,0.3526,1787.89,4.5843,3262.98,266.596,138.94
"TCGA-CJ-4889",1.3541,10.8328,72.7827,609.343,133.717,58.5647,2.0311,23.3582,1780.97,129.655,7094.45,0,1927.22,147.935,2380.5,144.55,178.741
"TCGA-CJ-4890",0,13.3593,312.99,880.953,321.769,94.6605,2.2902,21.3749,2165.36,92.752,9030.53,0.7634,1593.58,37.7878,3483.73,234.361,188.558
"TCGA-CJ-4891",4.6577,21.4252,542.618,483.465,771.775,24.2198,2.3288,28.4117,1945.51,150.442,2802.98,0.9315,1677.69,4.1919,2691.66,39.5901,190.033
"TCGA-CJ-4892",1.4583,18.2282,52.8618,1147.28,13.1243,34.269,1.0937,14.5826,2048.85,90.0474,2049.58,0.3646,2427.63,138.535,2110.83,63.0696,76.1939
"TCGA-CJ-4893",2.7616,16.2627,27.6158,496.164,69.0396,67.1985,0.6137,6.7505,2176.74,57.6864,1119.05,0.3068,3291.19,144.83,1574.72,71.4943,172.446
"TCGA-CJ-4894",1.6293,9.1242,98.4114,1006.6,226.477,13.0346,0,23.4623,1828.11,45.947,1585.01,0.3259,2422.48,341.507,2298.66,236.252,172.057
"TCGA-CJ-4895",2.9489,9.6893,229.173,652.975,193.786,63.1912,0.4213,54.7657,1952.61,18.5361,4254.87,0.8425,2034.76,11.7957,2783.78,122.17,104.897
"TCGA-CJ-4897",1.0614,10.8789,63.1509,785.937,32.8544,49.0879,0.2653,6.3682,1610.61,89.4196,2160.13,0,2526.04,249.42,2539.57,137.181,317.347
"TCGA-CJ-4899",0.5507,17.0705,94.7137,708.976,208.976,109.306,1.1013,40.1982,2138.22,167.952,1938.88,0.2753,2071.59,118.667,3620.04,117.015,205.947
"TCGA-CJ-4900",0,20.5155,219.358,743.819,390.132,21.0416,1.0521,45.2393,1960.55,38.9269,4049.45,1.0521,2536.56,4.7344,1945.29,111.52,100.999
"TCGA-CJ-4901",1.7182,5.1546,290.378,416.237,308.849,16.323,3.4364,10.3093,2170.96,34.7938,1874.57,1.2887,3017.61,30.0687,1786.08,295.533,175.258
"TCGA-CJ-4902",2.7902,19.2521,92.3543,552.731,130.021,81.4726,2.2321,30.6918,3081.17,168.526,4451.14,1.1161,1506.96,79.5195,2431.07,110.211,150.111
"TCGA-CJ-4903",0.6148,11.6815,35.9668,927.143999999999,12.9112,26.4371,0.3074,11.3741,1254.84,55.3335,2314.79,0,2541.65,238.242,2272.06,53.4891,251.46
"TCGA-CJ-4904",0.5187,21.7856,68.7285,949.75,3.6309,116.709,1.5561,11.6709,1883.94,108.15,2712.05,0,1936.07,323.932,3017.83,124.23,343.383
"TCGA-CJ-4905",0.2986,26.2765,47.7755,776.053,9.0087,224.246,0,4.1804,2290.83,37.026,10564.3,0,1782.92,194.685,2946.55,113.467,328.456
"TCGA-CJ-4907",2.5124,16.9585,55.272,646.62,98.9244,108.66,2.5124,19.4708,1978.8,23.5534,3849.26,0.314,2243.23,242.757,2452.7,77.2552,268.509
"TCGA-CJ-4908",2.7595,31.8877,78.4927,881.816,90.7572,243.45,0.3066,15.9438,2218.95,96.5828,2952.06,0,1953.73,45.9918,2650.66,132.456,253.875
"TCGA-CJ-4912",6.4677,21.7551,52.9178,448.038,331.03,27.0469,0,9.4076,2535.94,150.522,1530.5,0,2299.57,1.176,1755.7,39.9824,89.3723
"TCGA-CJ-4916",0.6866,22.6571,96.8074,903.536,19.5675,15.448,0,19.5675,2474.77,98.5239,947.476999999999,1.0299,2417.1,192.585,1782.7,83.4192,140.062
"TCGA-CJ-4918",0.8276,36.4125,98.0656,963.277,259.026,160.132,4.9653,17.7925,3024.72,139.03,4001.24,0,1858.28,2.0689,3198.51,113.375,205.234
"TCGA-CJ-4920",2.5809,26.6695,110.98,696.419,211.636,103.237,1.7206,14.6252,2551.24,21.9378,1278.85,1.2905,2408,283.041,1908.59,188.838,232.283
"TCGA-CJ-4923",3.6232,42.2705,147.746,447.665,440.419,102.657,4.0258,43.8808,2385.27,56.7633,5650.97,0.8052,2507.65,47.1014,1375.6,189.211,112.319
"TCGA-CJ-5671",1.7331,11.2652,104.853,575.39,360.918,63.2582,0.8666,12.565,2104.42,90.9879,8094.02,0.4333,2786.83,62.825,2073.22,128.683,140.815
"TCGA-CJ-5672",1.2684,11.4159,97.6693,589.821,38.6872,14.587,0,9.5132,1706.68,148.406,1796.73,0,3066.43,98.9377,1740.29,116.696,103.377
"TCGA-CJ-5675",1.4015,21.0231,73.9313,902.593,17.1689,5.2558,0,3.1535,1558.16,153.469,5311.84,0,2564.12,148.914,2012.61,129.643,132.796
"TCGA-CJ-5676",0.58,4.6404,28.4223,636.891,26.8329,57.4246,1.7401,10.4408,2076.57,184.455,2070.77,0,3142.11,44.0835,1895.59,51.6241,78.3063
"TCGA-CJ-5677",0.5621,20.7982,191.119,1016.86,717.819,12.3665,2.8106,20.7982,1231.03,19.1119,910.624,0,2757.73,62.9567,1775.72,149.522,80.9444
"TCGA-CJ-5678",0,7.3529,129.202,1744.75,80.3571,8.9286,1.0504,24.1597,1447.48,59.8739,276.786,2.1008,5244.22,125.525,1436.97,118.172,59.3487
"TCGA-CJ-5679",0,19.242,276.968,972.012,54.2274,19.242,4.6647,23.3236,1387.17,89.7959,6722.45,0,2020.41,331.778,1664.72,108.455,94.4606
