"bcr_patient_barcode","DNAH12_exp","DNAH10_exp","BUB1_exp","C10orf32_exp","SLC12A8_exp","EFNB3_exp","DUOXA1_exp","DUOX1_exp","HDAC1_exp","HRCT1_exp","TNC_exp","AADAC_exp","AAMP_exp","A1CF_exp","PTEN_exp","DTL_exp","BRAF_exp"
"TCGA-A3-3365",1.6992,19.966,20.3908,1006.8,31.8607,84.537,0.8496,16.5675,2532.29,112.15,6068.82,0.4248,1446.9,59.898,2905.27,120.221,115.548
"TCGA-A3-3367",3.0668,26.681,95.6835,1221.8,103.657,24.8409,1.2267,67.1625,1760.94,28.521,986.276000000001,0,2050.45,364.64,2221.57,103.35,256.996
"TCGA-A3-3370",1.6367,33.006,88.3797,928.26,6.8194,11.1839,0.5456,17.4577,1895.25,67.6487,3525.91,0.2728,1904.53,466.994,2717.68,217.13,223.95
"TCGA-A3-3372",0.3411,43.3188,104.374,905.602,9.2095,69.583,0,13.3026,2416.99,52.8694,1051.59,0,2377.76,149.399,2633.58,145.988,313.806
"TCGA-A3-3373",1.4254,13.9691,62.1481,1337.89,41.9072,57.5868,0.5702,5.7017,1302.26,38.2011,2574.3,1.9956,1981.9,595.823,3265.34,223.505,286.508
"TCGA-A3-3374",0,10.9059,54.034,549.758,346.511,9.4188,0,21.8119,1192.22,9.4188,1838.15,0,1460.4,0,1038.05,44.1195,600.818
"TCGA-A3-3376",0.9931,52.1383,75.9729,703.867,19.6139,155.67,0.4966,22.5933,2664.51,20.607,10286.6,0,1622.49,138.539,3054.06,107.752,278.071
"TCGA-A3-3378",0.7457,32.0656,335.198,698.359,302.013,8.5757,0,15.2871,1645.04,39.8956,24488.8,0.3729,1376.96,38.0313,2860.55,209.545,238.255
"TCGA-A3-3380",1.8039,11.5451,25.9764,873.676,31.7489,88.031,3.6078,31.7489,1969.87,36.7999,1199.96,3.6078,2174.08,65.3017,2946.15,57.3645,84.784
"TCGA-A3-3382",1.1977,66.272,159.691,710.627,78.2488,9.5815,0,9.5815,1897.93,35.1321,10125.6,0.7985,2062.02,29.1437,2203.34,53.8959,340.143
"TCGA-A3-3383",3.7634,8.6022,54.3011,1190.32,46.7742,17.7419,5.914,35.4839,2234.95,174.731,237.634,0.5376,4551.61,84.4086,1503.76,133.871,60.2151
"TCGA-A3-3385",4.2844,10.8758,112.713,905.99,3.9548,8.5688,1.3183,15.8194,1459.67,34.9345,424.817,0,2024.55,996.951999999999,2748.29,172.365,470.957
"TCGA-A3-3387",2.6042,34.1797,138.021,860.352,89.1927,36.7839,1.9531,13.3464,1649.09,52.7344,4319.01,3.5807,1965.17,229.167,2905.27,204.427,259.115
"TCGA-A3-A6NI",0.3609,40.0577,45.4709,893.179,303.861,29.9531,0,9.3829,1762.54,114.76,1563.33,0.3609,2886.68,136.774,1356.91,125.947,83.0025
"TCGA-A3-A6NJ",1.2005,19.2077,34.4138,1124.45,12.8051,14.4058,0.8003,6.4026,2079.23,91.2365,2523.81,1.2005,2587.03,156.863,1721.89,52.421,131.653
"TCGA-A3-A6NL",0.9294,26.487,56.6914,690.52,15.7993,49.2565,1.3941,21.8401,3136.62,98.513,1021.38,1.8587,2107.34,140.335,1796.47,79.461,135.688
"TCGA-A3-A6NN",0.7657,30.245,52.8331,842.266,4.977,63.17,0,68.9127,1888.59,59.7243,4921.52,0,2295.56,40.9648,1633.23,126.34,187.596
"TCGA-A3-A8CQ",0.4064,154.831,66.24,650.208,192.218,123.946,0.8128,8.9404,2187.95,78.025,1573.5,0,3055.57,241.796,2000.2,69.0846,174.744
"TCGA-A3-A8OU",0.4063,35.7578,55.2621,1130.03,55.2621,39.8212,0.4063,13.4092,2327.92,47.1353,7084.11,0,2459.16,125.559,1969.12,95.896,78.8297
"TCGA-A3-A8OV",0.8674,7.3729,18.2153,980.158,39.4666,33.3948,0.4337,13.4446,1925.62,50.309,497.886,0,2593.95,161.336,1425.57,53.3449,116.665
"TCGA-A3-A8OW",0.7791,43.6307,28.8274,1011.69,19.478,79.0806,1.9478,23.3736,2142.58,85.3136,824.308,0,2453.84,244.644,2142.58,53.7593,133.619
"TCGA-A3-A8OX",3.325,21.28,128.013,985.53,245.053,111.055,1.33,45.22,1547.46,137.655,6856.82,0.3325,1915.53,188.528,2069.15,59.85,128.345
"TCGA-AK-3425",0,17.5461,106.279,746.46,110.791,34.0895,0,5.0132,2162.18,50.6329,3935.83,0,1559.59,42.1105,1843.34,92.2421,156.411
"TCGA-AK-3426",2.401,13.4454,277.071,556.245,446.098,36.4946,2.401,24.4898,2121.49,37.9352,3928.93,0.4802,1505.4,1.4406,1939.98,157.983,46.0984
"TCGA-AK-3427",0.577,6.3468,38.6579,3258.23,57.1214,34.0421,5.1929,20.7714,1403.8,28.8492,42.1198,1.154,2189.65,1.154,972.795,7.5008,167.325
"TCGA-AK-3428",5.6022,30.8123,51.8207,880.952,25.9104,18.9076,1.4006,3.5014,1620.45,69.3277,478.992,2.1008,2424.37,151.961,2292.02,69.3277,317.227
"TCGA-AK-3429",0,11.298,89.8703,624.984,221.338,9.2438,0,2.5677,2043.91,71.8963,1013.74,0,3482.86,224.419,2049.04,96.5464,119.142
"TCGA-AK-3431",0,11.2296,85.9068,720.943,117.911,307.131,0,29.7586,2351.49,44.3571,5300.39,10.1067,2160.58,12.3526,3947.22,91.5216,129.702
"TCGA-AK-3433",1.912,39.5156,15.9337,1154.24,143.403,12.1096,0,24.2192,1410.45,18.4831,131.294,0,954.748000000001,0,1371.57,26.7686,264.5
"TCGA-AK-3434",0,20.8701,30.459,940.280999999999,3.3843,76.7116,0,24.8184,1653.81,327.716,1397.17,0,2302.47,80.0959,3474.58,156.243,82.3521
"TCGA-AK-3436",2.0482,3.5843,97.2893,942.17,205.844,59.9098,1.5361,13.3133,1974.97,158.223,860.243,0,2686.21,85.5122,3125.55,39.4278,88.5845
"TCGA-AK-3440",43.7342,30.6981,188.814,579.899,132.044,5.4668,0,29.857,761.143999999999,1.6821,179.983,0,1373,0,1074.43,14.7183,447.435
"TCGA-AK-3443",0,39.1576,45.4097,786.114,4.2777,6.5811,0.6581,71.7341,2277.39,20.7305,131.951,0,1928.27,0,774.597,55.6104,302.402
"TCGA-AK-3444",1.5387,11.0786,101.246,1017.85,26.9272,17.3873,0.3077,6.7703,1572.24,83.0897,804.432,0,2707.8,304.201,2401.45,83.0897,177.412
"TCGA-AK-3445",0.9995,38.9805,182.909,1171.91,102.954,84.4578,0,14.4928,2883.56,125.437,532.734,1.4993,2264.87,3.4983,2083.46,90.4548,97.4513
"TCGA-AK-3447",0,3.8541,16.38,3548.67,111.769,6.7447,0.9635,10.5988,502.962,62.6293,3.8541,0,1043.5,0,1187.07,12.5259,131.04
"TCGA-AK-3450",2.2661,18.5063,10.9527,1293.93,60.051,27.5706,35.5018,1122.46,1466.15,178.265,534.794,0,3072.42,281.749,1929.19,64.5831,62.3171
"TCGA-AK-3451",0,7.0198,68.9215,2376.52,69.5597,21.6975,0,14.6777,1095.72,40.8424,507.977,1.2763,2273.13,88.0664,1670.07,73.3886,45.3095
"TCGA-AK-3453",0,26.7663,7.6953,1014.11,411.197,115.43,0.3346,7.3607,886.632,10.3719,237.885,0,2450.45,0.3346,1743.82,16.3943,274.02
"TCGA-AK-3454",1.1507,21.2888,39.7008,768.412,41.027,107.02,0.2877,7.7675,1621.4,106.156,643.556,0,2147.01,267.549,3114.5,161.392,203.97
"TCGA-AK-3455",4.1783,9.7493,58.0316,1736.3,76.6017,18.1058,1.3928,14.3918,1693.13,62.6741,389.508,254.875,2546.89,210.306,1472.14,54.3175,82.637
"TCGA-AK-3456",0.9886,57.8349,45.477,1404.35,175.976,37.0737,0.4943,24.2215,1304.99,22.7385,1640.14,0,1731.09,9.8863,3740.98,31.6362,289.175
"TCGA-AK-3458",1.207,8.449,47.6765,1684.97,12.6735,42.245,2.414,69.4025,1459.26,290.284,1589.62,0,2270.97,38.624,2618.59,97.1635,79.0585
"TCGA-AK-3460",0.6143,19.656,59.5823,940.418,9.2138,47.9115,0,20.8845,1705.16,50.3686,1895.58,0,1834.15,32.5553,3177.52,106.265,129.607
"TCGA-AK-3461",0.969,25.1938,37.7907,521.802,38.7597,85.7558,1.4535,12.1124,1595.93,138.081,3527.13,0,2003.88,65.8915,3985.95,69.2829,266.473
"TCGA-AK-3465",0.8518,48.1261,117.973,832.624,117.121,20.4429,0.4259,11.0733,1621.38,16.6099,1364.57,2.1295,1430.58,5.9625,1454.43,68.1431,273.85
"TCGA-AS-3777",2.445,13.2029,270.416,1003.42,371.638,20.0489,0.978,26.4059,1156.97,43.0318,1139.36,3177.51,1868.46,798.533,2279.22,198.533,199.511
"TCGA-AS-3778",0.3532,19.781,57.2236,978.1,135.288,36.3829,4.2141,38.5023,1932.89,152.95,1784.53,1.4129,2310.84,164.606,1706.46,138.467,152.243
"TCGA-B0-4688",5.1415,28.6453,1541.34,170.917,3751.43,244.954,0,2.5707,2284.65,38.561,6422.79,85.5686,1289.77,0.3672,1551.99,1020.95,162.691
"TCGA-B0-4690",1.1169,49.1453,739.041,326.519,298.223,59.5701,0.7446,10.7971,2344.45,8.5632,7140.96,0,1776.68,32.7635,1022,527.567,225.994
"TCGA-B0-4691",1,37,133.5,946.999999999999,320,25.5,0,19.5,2311.5,96.5,3813.5,0.5,3140.5,5.5,1636,116.5,65.5
"TCGA-B0-4693",1.8296,31.5602,20.5827,1170.93,139.963,21.0401,0,13.2644,2209.67,42.995,553.904,0,1759.59,338.471,2485.94,58.5464,189.361
"TCGA-B0-4694",1.1115,12.5973,77.8066,493.887,109.67,38.9033,0.5521,45.5724,1630.6,114.116,4751.76,0,2476.84,99.296,1893.29,95.9615,128.566
"TCGA-B0-4696",4.1005,38.9544,998.974999999999,628.396,560.226,45.6176,0,8.2009,2163.51,69.7078,4257.82,10.7637,1182.98,0,2337.78,569.964,129.677
"TCGA-B0-4697",14.531,17.1731,140.026,771.466,124.174,30.3831,23.7781,9.247,2257.6,70.0132,4002.64,2.642,1550.86,0,2092.47,105.68,38.3091
"TCGA-B0-4698",2.7576,4.5959,1288.7,385.14,176.791,10.7239,3.3458,11.643,4107.24,89.1612,6716.81,0.3064,2592.42,0.3064,1666.18,559.785,125.929
"TCGA-B0-4699",1.1174,18.325,681.826,574.557,2823.3,8.0451,1.4973,76.2054,1721.88,66.5959,13320.7,0.2235,1152.02,0,389.742,294.765,246.271
"TCGA-B0-4700",1.9159,6.2268,216.501,455.035,499.102,68.9738,0.479,11.0166,3080.35,65.6209,9537.06,6.2268,2108.97,49.3354,2016.53,217.938,84.3013
"TCGA-B0-4701",8.1405,19.7087,123.393,772.065,30.9126,12.8535,6.4267,18.4233,1502.14,22.7078,1889.46,0.8569,2571.55,134.961,2052.7,169.237,156.384
"TCGA-B0-4703",1.9062,25.9245,278.688,371.899,1164.78,64.0488,1.525,25.162,2345.41,202.821,16867.3,0,1360.66,0.7625,2812.05,217.308,165.841
"TCGA-B0-4706",5.1175,26.7686,127.151,797.547,501.124,92.1155,7.4795,35.0354,2040.32,94.8711,1803.73,0,2530.42,48.026,2209.98,107.862,84.636
"TCGA-B0-4707",0,30.3125,59.0704,348.982,902.099,10.1042,10.8814,17.8766,1461.99,80.056,3849.68,0,2278.87,21.7628,1924.45,113.477,29.5352
"TCGA-B0-4710",2.5427,20.7047,157.646,684.708,221.94,87.1776,5.8118,77.0069,2210.32,50.8536,393.389,0,3086.09,296.041,1540.14,337.45,259.353
"TCGA-B0-4712",1.321,6.605,435.491,338.635,335.535,25.9797,0.4403,6.605,2995.16,173.492,6189.34,0,3200.79,49.7578,1951.12,274.329,94.672
"TCGA-B0-4713",0.6606,29.7275,62.7581,1558.38,200.165,13.8728,0,13.2122,1056.98,451.197,1226.09,6.6061,2819.49,98.431,1536.58,103.716,35.673
"TCGA-B0-4714",5.1414,19.0231,98.7147,758.355,8.2262,51.928,2.0566,26.7352,2758.35,59.6401,898.715,0,1837.53,108.483,1888.95,69.9229,141.902
"TCGA-B0-4718",0.6906,15.8834,46.9596,528.986,22.0986,37.2915,6.9058,23.4798,2296.19,16.574,1319.7,0,2515.79,11.0493,1438.48,58.6995,111.184
"TCGA-B0-4810",0.3432,8.5793,98.49,867.536,309.197,26.081,1.3727,31.2286,2559.71,33.9739,2793.75,0.6863,2305.08,53.8778,2086.48,189.087,69.6637
"TCGA-B0-4811",3.6866,10.0066,189.598,616.195,38.973,43.713,6.8466,31.5997,2746.02,14.7465,2345.75,5.2666,2223.57,49.5063,1302.96,174.325,107.439
"TCGA-B0-4813",6.1371,8.8646,195.022,390.726,608.251,36.8224,1.3638,19.0931,2021.82,18.4112,2391.41,0,1350.15,263.212,1830.89,83.8732,45.687
"TCGA-B0-4814",4.268,19.6329,102.006,949.637,164.746,46.9484,5.5484,203.585,1703.8,28.169,1212.55,0,2936.83,147.674,2163.47,125.48,196.756
"TCGA-B0-4815",2.2038,44.4423,290.161,776.455,336.807,13.9571,1.1019,8.4477,2263.25,130.389,2989.76,3.6729,2205.96,158.67,1754.19,275.102,134.796
"TCGA-B0-4816",1.2241,16.2191,41.3128,921.123,91.5003,89.6641,0.612,92.1123,2388.8,114.146,3500.57,0,1964.35,26.6238,2114.3,77.4233,118.124
"TCGA-B0-4817",2.6525,30.504,131.963,1459.55,1301.06,9.2838,0.6631,61.008,1505.31,320.955,286.472,1.9894,1988.06,193.634,2163.79,62.9973,51.061
"TCGA-B0-4818",1.3713,13.7127,23.6544,1255.4,90.1611,26.7398,1.0285,9.9417,2145.7,55.1937,684.607,1.0285,2098.05,126.843,2554.34,55.8793,113.13
"TCGA-B0-4819",1.4696,18.6152,72.5012,556.006,168.516,97.9746,1.4696,33.8012,2542.93,109.242,6167.5,0.4899,2068.73,8.8177,2374.9,95.0354,102.383
"TCGA-B0-4821",3.0987,7.5255,227.534,448.428,924.745,24.3471,6.4498,19.4776,2281.98,113.767,1152.28,0.8853,1595.84,39.398,1408.15,62.8597,36.2992
"TCGA-B0-4822",4.3057,6.7661,118.714,500.692,31.9852,27.0644,1.2302,12.9171,3028.76,228.817,1263.42,2.4604,1581.42,53.5138,1649.7,81.1933,51.0534
"TCGA-B0-4823",0,11.2076,53.0494,1122.26,36.2753,36.9851,4.8566,16.8114,1981.88,156.907,5561.22,2.6151,2074.16,106.472,2428.69,180.069,123.657
"TCGA-B0-4824",1.5122,13.1053,67.0387,1202.16,6.5527,22.6823,0.5041,17.1377,2359.46,92.2412,1899.76,0.5041,1847.85,155.751,2145.24,146.174,94.2574
"TCGA-B0-4827",13.5728,16.8832,203.923,1077.55,186.709,35.7527,0.6621,25.1593,1789.95,201.274,21158.3,0,2105.77,284.035,2319.62,389.969,192.998
"TCGA-B0-4828",0.5791,10.4242,60.8079,508.383,184.161,12.7407,5.2121,48.6463,1942.38,286.087,762.705,0,3398.87,97.8717,1638.92,63.7035,77.0233
"TCGA-B0-4833",8.3173,14.7153,30.0704,765.905,14.7153,38.3877,0,18.5541,2050.54,78.055,1220.73,0,2330.13,78.055,1983.37,80.6142,67.8183
"TCGA-B0-4834",0.4833,45.9159,75.8821,787.82,60.899,55.5824,0,14.0164,1238.28,22.233,681.005,0,1357.18,0,1948.28,32.8661,404.06
"TCGA-B0-4836",1.6097,34.3394,260.765,556.942,79.9463,30.5835,0,5.9021,2279.81,72.9712,7066.4,0,1916.03,16.0966,1322.6,239.839,130.382
"TCGA-B0-4837",3.3597,20.1584,105.592,631.149,117.591,153.108,2.8798,194.864,2899.45,39.3569,1328.53,5.2796,1907.85,102.232,2141.11,153.108,130.55
"TCGA-B0-4838",2.0213,47.299,117.237,652.483,95.0022,31.1284,4.0426,17.3834,1652.63,67.1079,1999.49,0.4043,1623.53,207.388,2457.52,178.281,280.155
"TCGA-B0-4839",1.4965,6.9834,38.409,732.264,78.3144,30.4279,0,8.4799,2454.18,523.759,722.787,0,2272.61,27.435,1918.45,54.87,82.3049
"TCGA-B0-4841",0,8.168,17.5029,887.981,58.3431,84.014,9.3349,9.3349,2799.3,294.049,1059.51,1.1669,1217.04,18.6698,2339.56,116.686,45.5076
"TCGA-B0-4842",3.7482,5.6224,88.0837,765.266,201.78,33.7342,0,20.6153,1472.43,15.6177,3047.32,0,1782.29,0,1647.98,59.3472,33.1095
"TCGA-B0-4843",8.4416,14.9351,58.4416,683.117,87.013,130.519,0.6494,31.8182,3744.16,110.39,1888.31,257.792,1589.61,73.3766,1898.05,118.831,70.7792
"TCGA-B0-4844",0.5621,9.5559,62.3946,557.617,50.5902,19.674,0,145.025,1669.48,1092.75,648.679,0.5621,2128.16,125.913,425.52,85.4413,56.2114
"TCGA-B0-4845",3.2377,16.1887,102.683,677.613,269.658,94.3571,0,21.7391,2169.75,58.2794,350.139,0.4625,2739.13,168.363,2405.64,127.66,140.611
"TCGA-B0-4846",1.3968,15.7137,70.8861,1168.4,2.0952,17.8088,4.6652,24.4435,1947.45,20.9515,1345.79,0,2430.73,586.294,2163.95,86.9489,201.135
"TCGA-B0-4847",3.8339,14.0575,85.623,761.661,17.8914,3.1949,1.9169,15.3355,2311.18,83.7061,810.863,0,2518.21,123.323,1814.7,116.933,43.4505
"TCGA-B0-4848",2.8396,26.0293,98.9115,865.594,234.737,35.4946,0,10.4117,1669.19,39.7539,3510.18,0,2272.6,39.2806,2309.51,106.01,132.513
"TCGA-B0-4849",1.6826,11.7779,17.3864,800.337,6.1694,39.8205,2.8043,26.9209,1993.83,100.393,819.966,2.2434,1865.96,60.0112,2637.13,28.0426,120.022
"TCGA-B0-4852",2.1846,22.0887,138.601,975.545,193.701,58.256,3.641,34.7108,2085.32,41.2646,324.291,0.2427,1967.11,266.036,2179.99,300.018,253.171
"TCGA-B0-4945",15.3103,27.0182,11.7079,1210.41,72.4988,51.3345,0.9006,12.1582,2446.95,92.3121,623.219,0,1861.55,196.332,2279.43,32.8721,97.2654
"TCGA-B0-5075",0.3251,38.0364,105.332,940.507,168.726,15.6047,0.3251,70.5462,1341.03,28.2835,581.925,0.9753,2121.59,148.244,1737.97,110.858,159.623
"TCGA-B0-5077",0.8027,16.4546,145.282,426.617,124.814,45.3506,0.4013,56.9893,1823.26,43.7453,2341.38,0.4013,2172.82,213.91,1973.35,234.378,208.292
"TCGA-B0-5080",3.0698,23.4075,89.0253,671.911,492.325,150.038,6.5234,26.8611,2886.8,108.212,6907.52,0,1963.93,0,2409.44,133.154,141.596
"TCGA-B0-5081",0.3632,13.0766,179.077,595.351,123.865,52.6698,1.8162,62.8405,2855.07,62.8405,8001.45,0,2036.69,76.2804,1909.55,153.651,102.07
"TCGA-B0-5083",0.5523,7.7316,17.12,1057.02,430.761,46.3896,3.8658,72.898,1353.03,34.24,2095.26,0,1452.44,8.2839,1853.93,16.5677,167.886
"TCGA-B0-5084",1.9453,123.333,566.086,403.847,245.499,434.194,0.7781,36.961,1381.56,624.057,108.938,0,2360.83,6.6141,1514.23,461.428,148.622
"TCGA-B0-5085",6.7682,22.5606,19.1765,688.099,11.8443,40.0451,0,6.7682,2300.06,98.1387,365.482,1.128,1771.01,141.568,1375.63,31.5849,69.3739
"TCGA-B0-5088",2.2892,8.3937,48.0733,805.418,73.2545,103.777,0.7631,139.26,2335.75,59.1377,749.714,0.3815,2856.16,119.802,1724.53,74.0176,85.4636
"TCGA-B0-5092",0.498,40.8367,206.175,556.773,138.944,12.9482,3.7301,37.8486,2268.43,69.2231,1611.06,3.9841,2385.96,50.2988,2117.53,181.773,61.753
"TCGA-B0-5094",1.4567,72.1059,120.541,642.398,170.796,11.6535,1.0925,153.316,2174.83,299.713,1517.5,0,2079.42,153.316,1856.91,72.4701,200.294
"TCGA-B0-5095",2.0956,21.7938,170.998,760.687,373.428,147.527,1.6764,23.0511,2072.09,87.1752,13788.3,0.4191,1351.22,4.1911,2908.63,213.328,152.557
"TCGA-B0-5096",0.9229,70.1431,193.355,509.46,277.342,13.3826,0.9229,12.9211,2012.46,43.8394,1825.1,2.3073,2101.06,0.4615,2109.83,337.333,186.433
"TCGA-B0-5097",6.0534,48.4272,234.785,598.854,535.293,132.31,2.5943,8.2153,2844.67,12.9716,2437.79,8.6477,1903.79,235.65,2439.52,245.595,175.549
"TCGA-B0-5098",8.8496,53.4377,638.87,642.954,258.339,167.801,15.0715,39.4826,1727.03,4.7651,543.567,5.1055,3236.22,1.0211,1850.92,584.071,166.78
"TCGA-B0-5099",1.1687,22.984,43.6307,651.734,3.1165,93.4944,0,7.0121,1748.34,109.466,1777.95,0,1152.71,273.471,1337.36,202.181,164.784
"TCGA-B0-5100",0,7.5791,17.3874,877.842,77.1288,94.9621,13.6202,67.3206,3094.07,297.815,9614.8,0,1946.95,0,3205.08,48.5956,52.6081
"TCGA-B0-5102",2.1972,10.6198,23.803,778.174,132.93,20.141,2.5634,36.2538,1410.6,120.114,395.496,0,2827.06,19.4086,2035.34,49.0708,87.5217
"TCGA-B0-5104",0.9798,21.8811,25.8001,1058.46,10.4507,41.8027,2.2861,7.5114,1548.99,100.588,1437.95,0.6532,3371,393.207,1936.64,96.6688,310.908
"TCGA-B0-5106",2.5391,15.6581,17.3508,726.196,75.7512,77.4439,1.6928,16.9276,2692.76,294.118,1582.31,0.4232,2017.77,51.2061,1962.76,26.661,121.033
"TCGA-B0-5107",6.1303,40.2846,185.222,692.339,341.981,3.0651,0.4379,223.317,2190.7,60.8648,77.0662,0,2696,3.503,1910.89,179.091,75.7526
"TCGA-B0-5108",0,13.5084,73.546,621.013,198.874,37.1482,0.3752,92.6829,2648.78,87.4296,20880.7,0.3752,1828.89,18.3865,2330.96,97.561,169.231
"TCGA-B0-5109",2.2017,26.8604,686.041,296.345,515.192,181.418,7.8247,26.4201,2350.07,49.3175,11498,2.2017,1851.61,4.4033,2183.62,487.45,134.302
"TCGA-B0-5110",1.4798,38.4758,27.377,859.045,40.6955,126.156,0.37,10.3589,2294.86,16.6482,2687.01,0,1978.17,350.721,2282.28,61.0433,241.214
"TCGA-B0-5113",0,33.0077,39.744,870.663,47.4941,28.6292,1.0104,16.1671,2078.48,18.5248,3334.12,0,2346.58,277.534,2201.75,43.1122,355.339
"TCGA-B0-5115",1.7797,24.5595,64.7802,651.361,12.1018,29.1867,0.3559,71.187,2459.87,21.0002,3706,1.0678,1917.07,108.916,2415.73,115.323,202.527
"TCGA-B0-5116",2.444,8.1466,222.811,1086.35,72.5051,59.0631,0.8147,3.2587,2273.32,110.794,1176.37,0,1324.64,167.821,2266.4,234.623,144.196
"TCGA-B0-5117",2.45,21.4377,86.9758,719.694,230.915,26.3378,0,37.9754,1419.18,26.9503,1180.3,0,1492.06,0,1246.45,33.6878,208.252
"TCGA-B0-5119",0,12.8841,88.4478,960.39,5.9197,84.2692,0.3482,4.1786,2045.79,89.1443,575.607,0.3482,2149.56,247.236,2445.9,180.03,182.119
"TCGA-B0-5120",1.4914,29.8285,69.3512,796.048,42.5056,24.9814,4.1014,16.0328,2017.52,146.905,3854.21,0.7457,1339.3,36.9128,2957.49,344.519,123.415
"TCGA-B0-5121",2.5685,8.5616,43.6644,546.661,53.0822,165.668,0,11.5582,2142.55,214.469,803.938,0,2281.25,99.7432,3525.26,113.87,148.973
"TCGA-B0-5399",0.7154,5.0076,86.56,1241.53,238.576,23.9649,2.5038,16.8112,2206.21,50.4337,6277.39,0.7154,2669.05,220.334,1590.63,114.102,113.029
"TCGA-B0-5400",0.4962,7.4423,88.8117,638.551,518.482,44.1578,0.4962,16.3731,1456.71,40.1885,16743.7,0,2373.11,61.5232,1975.19,65.9886,53.5847
"TCGA-B0-5402",0.8834,17.9623,68.6101,431.979,176.973,43.2862,1.3722,27.6796,2051.24,51.2367,906.066,3.5336,3347.17,177.562,2036.81,52.1201,259.128
"TCGA-B0-5690",1.6123,18.1378,57.638,836.356,12.1806,220.879,0,15.7195,3095.53,108.424,1269.65,0,1974.61,139.863,1898.03,163.241,176.139
"TCGA-B0-5691",0,20.9021,47.3047,518.218,69.3069,83.6084,2.7503,20.9021,1933.44,25.3025,4925.74,0,1776.68,261.276,2933.44,88.5589,251.375
"TCGA-B0-5692",0.4117,11.5274,89.3372,497.736,4.5286,6.1754,0,16.056,2004.53,51.4615,1282.42,0,2602.72,186.085,1546.73,264.718,116.921
"TCGA-B0-5693",0.3873,12.7808,58.4818,1207.59,7.7459,85.9799,0.3873,6.1967,2161.89,30.9837,1760.26,0,2126.65,173.122,2527.5,305.577,207.978
"TCGA-B0-5694",0,21.4742,27.278,1011.61,86.4771,75.4498,2.3215,14.5096,2675.57,25.5369,2316.89,0,2632.62,4.0627,2278.58,59.1991,132.908
"TCGA-B0-5695",1.2208,14.955,32.0464,717.839,15.2602,58.9043,0.3052,37.8453,2282.62,122.082,747.444,0,2722.72,202.045,2112.32,49.7482,191.973
"TCGA-B0-5696",2.1375,12.1126,58.4254,1012.83,16.3876,59.8504,0.7125,13.1813,2051.66,140.363,1817.24,0.7125,3134.31,42.394,1976.84,115.426,92.9818
"TCGA-B0-5697",0.9582,23.6348,93.9002,809.011,400.194,57.4899,1.2776,12.7755,2108.6,33.5358,12455.2,0,2141.5,51.7409,1855.33,120.729,126.159
"TCGA-B0-5698",0,14.9502,19.9336,921.927,26.5781,18.2724,1.6611,1.6611,1367.11,33.2226,709.302,0,1596.35,161.13,1827.24,61.4618,174.419
"TCGA-B0-5699",3.1858,20.177,131.681,1117.17,68.3186,27.6106,2.4779,25.1327,1589.73,51.3274,378.053,0.354,2652.04,390.089,1751.15,129.911,219.115
"TCGA-B0-5700",0.575,10.9258,28.7522,1093.73,3.4503,16.1012,0,11.5009,2223.12,65.5549,1631.97,0.575,2620.47,131.11,1709.6,137.435,78.7809
"TCGA-B0-5701",7.6787,20.0827,196.102,1564.68,399.291,10.0413,1.1813,8.86,1212.64,107.501,292.971,0,2288.84,571.175,2091.55,147.667,205.552
"TCGA-B0-5702",0,0,0,1347.96,35.868,78.9096,0,58.8235,1575.32,314.204,414.634,0,1827.83,4.3042,1216.64,27.2597,28.6944
"TCGA-B0-5703",0,19.3729,60.6679,643.895,97.9047,40.7851,0.5098,4.0785,996.686,68.3151,1671.17,0.5098,2314.56,157.532,2185.06,74.9426,223.298
"TCGA-B0-5705",0.878,30.7287,52.3851,782.558,4.3898,14.9254,0.878,11.9988,1867.13,33.3626,289.728,0.5853,2655.25,575.066,2184.96,85.7477,269.242
"TCGA-B0-5706",2.4814,26.0546,155.087,749.38,166.613,8.6849,0,11.1663,1767.99,55.8313,5032.26,0,1767.99,188.586,1455.34,184.863,203.474
"TCGA-B0-5707",0.4803,6.244,22.5744,719.5,677.233,88.3766,1.9212,10.0865,1733.91,46.5898,22619.6,0.9606,2583.09,11.0471,1229.59,20.6532,94.1402
"TCGA-B0-5709",0.6131,34.3321,129.971,913.173,98.7048,59.7746,1.8392,27.2818,1400.26,25.136,6443.09,0.9196,2150.97,41.9955,2403.86,159.706,223.465
"TCGA-B0-5710",0.4136,23.5732,38.4615,539.289,37.2208,61.2076,0,7.4442,2330.85,117.039,1778.33,0,1652.19,91.8114,2407.78,81.0587,223.325
"TCGA-B0-5711",1.7662,36.7361,40.9749,1062.52,10.597,67.1141,0.3532,6.0049,2117.63,47.3331,1275.17,0,2167.43,347.58,2355,102.437,246.203
"TCGA-B0-5712",1.1068,13.2817,49.4374,1250.32,257.148,22.5051,0,71.2046,1655.41,157.167,4494.37,0,3062.17,51.2821,1985.98,175.244,142.409
"TCGA-B0-5713",0.3266,21.8811,49.9673,772.698,30.0457,21.8811,0.3266,2.9393,2049.64,125.082,1123.78,0,2319.73,295.885,2225.67,155.127,195.297
"TCGA-B0-5812",1.309,12.7628,49.7423,906.815,34.3614,126.974,3.5998,17.0171,2474.68,42.87,3704.82,0,1941.91,142.027,2818.95,145.627,170.171
